BRNO,IS_WEEKEND,TIME_SLOT,VISITOR_COUNT,CONGESTION_LEVEL,TOTAL_PAYMENT_AMT,AVG_PAYMENT_AMT,STORE_NM,ROAD_NM_CD,ACTIVITY_TYPE_CD
3013251761.0,1,morning,1,LOW,8600.0,8600.0,고봉민김밥,3237047.0,1
3013340015.0,1,afternoon,1,LOW,10500.0,10500.0,빨간오뎅,3237030.0,2
3013700869.0,1,afternoon,3,LOW,18000.0,18000.0,후생식당,3240030.0,1
3013961690.0,0,afternoon,2,LOW,120000.0,120000.0,금수장장어구이,3236067.0,1
3014412266.0,0,night,1,LOW,18000.0,18000.0,멕시칸양념치킨,3236058.0,1
3014412266.0,1,afternoon,2,LOW,19000.0,19000.0,멕시칸양념치킨,3236058.0,1
3018123531.0,0,morning,2,LOW,7000.0,7000.0,옥산(하)휴게소,1000001.0,1
3018123531.0,1,afternoon,3,LOW,20500.0,20500.0,옥산(하)휴게소,1000001.0,1
3018123531.0,1,morning,6,LOW,13500.0,4500.0,옥산(하)휴게소,1000001.0,1
3018168843.0,0,afternoon,2,LOW,26000.0,26000.0,황미방앗간,4508006.0,1
3018187160.0,1,afternoon,1,LOW,11800.0,11800.0,어디까페,3188067.0,1
3018194827.0,0,afternoon,1,LOW,37000.0,37000.0,(주)고속에너지,3014045.0,6
3018211916.0,1,afternoon,3,LOW,5670.0,5670.0,진천농협하나로마트(백곡점),3245005.0,2
3018211973.0,1,afternoon,20,MEDIUM,241410.0,80470.0,군자칠성 하나로마트,3246009.0,2
3018212007.0,1,afternoon,2,LOW,30250.0,30250.0,내수농협하나로마트,4520221.0,1
3018213011.0,1,afternoon,4,LOW,101930.0,101930.0,증평농협중앙하나로마트,3244026.0,2
3018220768.0,0,afternoon,19,MEDIUM,180000.0,22500.0,2023순천만국제정원박람회,4853721.0,3
3018220768.0,0,dawn,15,MEDIUM,113000.0,37666.666666666664,2023순천만국제정원박람회,4853721.0,3
3018220768.0,0,morning,3,LOW,30000.0,30000.0,2023순천만국제정원박람회,4853721.0,3
3018220768.0,0,night,4,LOW,44000.0,22000.0,2023순천만국제정원박람회,4853721.0,3
3018220768.0,1,afternoon,15,MEDIUM,132000.0,33000.0,2023순천만국제정원박람회,4853721.0,3
3018220768.0,1,dawn,4,LOW,57000.0,19000.0,2023순천만국제정원박람회,4853721.0,3
3018300740.0,0,afternoon,8,LOW,20000.0,10000.0,진천군청(종박물관),3245005.0,3
3018300793.0,0,afternoon,6,LOW,7000.0,2333.3333333333335,청주시청,4508333.0,3
3018300793.0,0,morning,1,LOW,1000.0,1000.0,청주시청,4508333.0,3
3018300793.0,1,afternoon,2,LOW,2000.0,2000.0,청주시청,4508333.0,3
3018300793.0,1,dawn,4,LOW,16000.0,16000.0,청주시청,4508333.0,3
3018306614.0,0,afternoon,10,MEDIUM,62000.0,15500.0,청남대관리사업소,4520623.0,3
3018306614.0,0,morning,5,LOW,35000.0,11666.666666666666,청남대관리사업소,4520623.0,3
3018306614.0,1,afternoon,11,MEDIUM,58000.0,11600.0,청남대관리사업소,4520623.0,3
3018306614.0,1,dawn,3,LOW,6000.0,6000.0,청남대관리사업소,4520623.0,3
3018306614.0,1,morning,9,LOW,38000.0,19000.0,청남대관리사업소,4520623.0,3
3018307461.0,0,afternoon,6,LOW,24000.0,12000.0,좌구산천문대,3244025.0,3
3018307461.0,1,morning,3,LOW,10000.0,10000.0,좌구산천문대,3244025.0,3
3018500273.0,0,afternoon,3,LOW,3000.0,3000.0,죽암(서울방향)휴게소,1000001.0,1
3018500273.0,0,night,9,LOW,4400.0,4400.0,죽암(서울방향)휴게소,1000001.0,1
3018500273.0,1,afternoon,7,LOW,41800.0,13933.333333333334,죽암(서울방향)휴게소,1000001.0,1
3018509968.0,0,afternoon,8,LOW,74000.0,37000.0,죽암(부산)휴게소,1000001.0,1
3018509968.0,0,morning,2,LOW,12000.0,12000.0,죽암(부산)휴게소,1000001.0,1
3018509968.0,1,afternoon,2,LOW,3600.0,3600.0,죽암(부산)휴게소,1000001.0,1
3018509968.0,1,night,3,LOW,21000.0,21000.0,죽암(부산)휴게소,1000001.0,1
3018528645.0,1,afternoon,3,LOW,500.0,500.0,청주대학교,3236014.0,6
3018534036.0,1,morning,2,LOW,16800.0,16800.0,던킨,3237093.0,1
3018538992.0,0,afternoon,1,LOW,4500.0,4500.0,맥도날드,3236067.0,1
3018540450.0,0,night,2,LOW,13500.0,13500.0,현대백화점,3236058.0,2
3018540450.0,1,afternoon,8,LOW,304000.0,152000.0,현대백화점,3236058.0,2
3018540450.0,1,night,3,LOW,35000.0,35000.0,현대백화점,3236058.0,2
3018541046.0,0,afternoon,3,LOW,37720.0,37720.0,롯데쇼핑(주)롯데마트,3014065.0,2
3018541046.0,1,night,3,LOW,52530.0,26265.0,롯데쇼핑(주)롯데마트,3014065.0,2
3018633806.0,0,afternoon,3,LOW,61000.0,61000.0,(주)기와트리스,4598258.0,1
3019168027.0,1,afternoon,2,LOW,60000.0,60000.0,대풍유통,4511864.0,2
3020145706.0,1,afternoon,6,LOW,49000.0,49000.0,장수식당,3243061.0,1
3020190098.0,1,night,3,LOW,4000.0,4000.0,알파. 와이틴 보은점,3241015.0,2
3020199255.0,1,afternoon,4,LOW,25000.0,25000.0,태화루,3241003.0,1
3020228311.0,0,afternoon,2,LOW,12000.0,12000.0,한양쫄면,3243002.0,1
3020241648.0,1,afternoon,2,LOW,12600.0,12600.0,드림디포영동문구,4529033.0,2
3020247114.0,0,night,2,LOW,4500.0,4500.0,바로그집,4298242.0,1
3020262304.0,1,afternoon,10,MEDIUM,24300.0,12150.0,25시마트,3243030.0,2
3020262304.0,1,morning,4,LOW,7000.0,7000.0,25시마트,3243030.0,2
3020264879.0,1,morning,4,LOW,29400.0,29400.0,무공돈까스 보은속리산점,3241010.0,1
3020268875.0,0,afternoon,3,LOW,3600.0,3600.0,덕림슈퍼,3241010.0,2
3020274678.0,0,afternoon,2,LOW,34000.0,34000.0,속리토속음식점,3241010.0,1
3020279687.0,0,afternoon,2,LOW,16000.0,16000.0,아바이순대전골,4526367.0,1
3020326402.0,1,afternoon,2,LOW,61000.0,61000.0,갑돌갈비,4529033.0,1
3020329239.0,1,afternoon,2,LOW,22000.0,22000.0,공주칼국수,4529035.0,1
3020335430.0,1,night,4,LOW,10000.0,10000.0,마띠나,3241010.0,1
3020370664.0,1,afternoon,4,LOW,55000.0,55000.0,중앙식당(원남),3241025.0,1
3020380707.0,1,afternoon,3,LOW,16000.0,16000.0,소정,3242021.0,1
3020394249.0,0,afternoon,3,LOW,7000.0,7000.0,관기약국,4523035.0,6
3020421364.0,0,night,2,LOW,20000.0,20000.0,안성식당,3243040.0,1
3020421364.0,1,afternoon,5,LOW,52000.0,52000.0,안성식당,3243040.0,1
3020439812.0,0,afternoon,5,LOW,29000.0,14500.0,수생식물학습원,4526140.0,3
3020439812.0,0,morning,11,MEDIUM,56000.0,14000.0,수생식물학습원,4526140.0,3
3020439812.0,1,afternoon,5,LOW,36000.0,18000.0,수생식물학습원,4526140.0,3
3020439812.0,1,morning,6,LOW,32000.0,16000.0,수생식물학습원,4526140.0,3
3020444751.0,1,night,2,LOW,16900.0,16900.0,GS25,3242016.0,2
3020456295.0,0,night,3,LOW,17900.0,17900.0,세븐일레븐,3242010.0,1
3020456295.0,1,night,3,LOW,13000.0,13000.0,세븐일레븐,3242010.0,1
3020462496.0,0,afternoon,3,LOW,12000.0,12000.0,법주사매점다향,3241010.0,1
3020468490.0,1,afternoon,3,LOW,49000.0,49000.0,문정식당,4526431.0,1
3020478305.0,0,morning,2,LOW,1800.0,1800.0,CU,3241014.0,2
3020498790.0,0,morning,3,LOW,30000.0,30000.0,보은 우당고택,4523018.0,3
3020508145.0,0,afternoon,4,LOW,35000.0,17500.0,풍미당,3242048.0,1
3020508145.0,1,afternoon,5,LOW,38000.0,19000.0,풍미당,3242048.0,1
3020508145.0,1,morning,2,LOW,12000.0,12000.0,풍미당,3242048.0,1
3020540709.0,0,night,4,LOW,19656.0,19656.0,대장간 못,2014002.0,3
3020541066.0,0,afternoon,6,LOW,30500.0,15250.0,호수위의찻집,4526140.0,1
3020541066.0,0,morning,5,LOW,17000.0,8500.0,호수위의찻집,4526140.0,1
3020541066.0,1,afternoon,2,LOW,11000.0,11000.0,호수위의찻집,4526140.0,1
3020541066.0,1,morning,8,LOW,10000.0,5000.0,호수위의찻집,4526140.0,1
3020553432.0,1,afternoon,4,LOW,26800.0,13400.0,두들리도넛,4508333.0,1
3020612646.0,0,afternoon,3,LOW,23000.0,23000.0,옥천묵집,4526435.0,1
3020612646.0,0,night,2,LOW,10000.0,10000.0,옥천묵집,4526435.0,1
3020851852.0,1,afternoon,1,LOW,16000.0,16000.0,마느리막국수,3248030.0,1
3020853864.0,1,night,6,LOW,166000.0,166000.0,만리포바다회수산,3000117.0,1
3020894981.0,0,night,3,LOW,33000.0,33000.0,전이랑막걸리,4646016.0,1
3020938706.0,1,night,3,LOW,12000.0,12000.0,뚜레쥬르,3241015.0,1
3020939404.0,1,afternoon,8,LOW,81000.0,81000.0,이평식당,2014002.0,1
3021026604.0,0,afternoon,3,LOW,40000.0,40000.0,복해가든,4523018.0,1
3021026604.0,0,morning,3,LOW,65000.0,65000.0,복해가든,4523018.0,1
3021030729.0,0,afternoon,3,LOW,14000.0,14000.0,옹심이 메밀 손칼국수,4523178.0,1
3021030729.0,1,afternoon,4,LOW,37000.0,37000.0,옹심이 메밀 손칼국수,4523178.0,1
3021037080.0,1,night,3,LOW,17200.0,17200.0,세븐일레븐,3241010.0,2
3021215232.0,1,night,2,LOW,20000.0,20000.0,미남호 2층식당,3282017.0,1
3021215396.0,0,morning,2,LOW,8500.0,8500.0,화계상점,2343001.0,2
3021384380.0,1,afternoon,2,LOW,17400.0,17400.0,하루일기,4598335.0,1
3022066847.0,1,night,2,LOW,41000.0,41000.0,투파인드피터[내포신도시점],3263079.0,1
3022401347.0,0,afternoon,5,LOW,38000.0,12666.666666666666,맷차,3167043.0,1
3022401347.0,1,afternoon,4,LOW,10500.0,10500.0,맷차,3167043.0,1
3022567327.0,0,night,2,LOW,12000.0,12000.0,디보트,3009003.0,1
3024400235.0,0,afternoon,2,LOW,35000.0,35000.0,족떡이네,3266057.0,1
3024400235.0,0,morning,2,LOW,36000.0,36000.0,족떡이네,3266057.0,1
3028112599.0,1,morning,6,LOW,13500.0,4500.0,금강휴게소,3242003.0,1
3028114603.0,1,afternoon,6,LOW,17000.0,5666.666666666667,와인코리아(주),3243040.0,2
3028202915.0,1,afternoon,7,LOW,95500.0,47750.0,보은농협하나로마트속리산,3241010.0,1
3028205004.0,0,afternoon,2,LOW,28820.0,28820.0,하나로마트,3243010.0,2
3028205004.0,1,afternoon,2,LOW,5600.0,5600.0,하나로마트,3243010.0,2
3028205116.0,0,afternoon,8,LOW,19600.0,9800.0,영동농협북부하나로마트,3243034.0,2
3028205737.0,0,morning,3,LOW,17900.0,17900.0,보은농협 하나로마트,3241011.0,2
3028205737.0,1,night,4,LOW,21160.0,21160.0,보은농협 하나로마트,3241011.0,2
3028205983.0,0,afternoon,4,LOW,215000.0,215000.0,(상촌)영동포도연합회,3243005.0,2
3028205983.0,1,afternoon,5,LOW,40000.0,20000.0,(상촌)영동포도연합회,3243005.0,2
3028205983.0,1,night,3,LOW,25000.0,25000.0,(상촌)영동포도연합회,3243005.0,2
3028300025.0,0,afternoon,2,LOW,10000.0,10000.0,영동군청,3243018.0,3
3028300025.0,1,afternoon,12,MEDIUM,46000.0,11500.0,영동군청,3243018.0,3
3028300025.0,1,night,3,LOW,11000.0,11000.0,영동군청,3243018.0,3
3028303681.0,0,night,6,LOW,80000.0,40000.0,꼬부랑길카페,3000172.0,1
3028303681.0,1,afternoon,6,LOW,11000.0,5500.0,꼬부랑길카페,3000172.0,1
3028303681.0,1,night,8,LOW,100000.0,100000.0,꼬부랑길카페,3000172.0,1
3028508884.0,0,afternoon,2,LOW,5500.0,5500.0,서천국립생태원점 스무드킹,3000196.0,1
3028508884.0,1,afternoon,7,LOW,17200.0,8600.0,서천국립생태원점 스무드킹,3000196.0,1
3029023690.0,0,afternoon,4,LOW,10000.0,10000.0,죽전청과,4523204.0,2
3029031550.0,1,afternoon,6,LOW,17000.0,17000.0,아리숲농원,3241010.0,1
3029381819.0,0,morning,5,LOW,10000.0,10000.0,우리농산물,2246001.0,1
3030141116.0,1,afternoon,9,LOW,133000.0,66500.0,숲속장수촌본점,4514851.0,1
3030283641.0,1,morning,2,LOW,42000.0,42000.0,본가할매숨두부,4514515.0,1
3030287517.0,1,night,2,LOW,36000.0,36000.0,함지박,4514471.0,1
3030384502.0,1,afternoon,3,LOW,36000.0,36000.0,새나라치킨 수안보점,4514515.0,1
3030464876.0,0,morning,3,LOW,25000.0,25000.0,삼원식당,2246001.0,1
3030464876.0,1,afternoon,2,LOW,16000.0,16000.0,삼원식당,2246001.0,1
3030484381.0,1,afternoon,1,LOW,21000.0,21000.0,동구밖과수원길,3238079.0,1
3030523135.0,0,night,4,LOW,14000.0,7000.0,제천빨간오뎅,4517810.0,1
3030565339.0,1,afternoon,4,LOW,51000.0,51000.0,들림횟집,4515436.0,1
3030567735.0,1,night,4,LOW,60000.0,60000.0,조령산묵밥,3000165.0,1
3030683163.0,0,afternoon,3,LOW,40000.0,40000.0,만나손두부,3238041.0,1
3030747223.0,1,night,5,LOW,40000.0,40000.0,남한강올갱이국집,3238053.0,1
3030782856.0,1,afternoon,2,LOW,41000.0,41000.0,신양자강,4514972.0,1
3030868341.0,0,dawn,5,LOW,29000.0,29000.0,꼬마등식당,4514798.0,1
3030913159.0,1,afternoon,2,LOW,14000.0,14000.0,국제슈퍼,4514075.0,2
3030950800.0,0,night,5,LOW,15850.0,15850.0,CU,4514128.0,1
3031029259.0,1,afternoon,2,LOW,5000.0,5000.0,무학화장품코너,4514496.0,2
3031106461.0,1,afternoon,2,LOW,16000.0,16000.0,오뚜기분식,3238091.0,1
3031106461.0,1,morning,6,LOW,34000.0,17000.0,오뚜기분식,3238091.0,1
3031121889.0,0,morning,1,LOW,20000.0,20000.0,달거니해장국,3197001.0,1
3031137741.0,0,dawn,2,LOW,17000.0,17000.0,복돼지머리순대,4514501.0,1
3031137912.0,0,dawn,2,LOW,16000.0,16000.0,행복한우동가게,4515021.0,1
3031141696.0,1,night,8,LOW,68000.0,34000.0,향나무식당,4515238.0,1
3031146274.0,0,afternoon,1,LOW,8000.0,8000.0,중원순대,4514075.0,1
3031239275.0,1,morning,1,LOW,58000.0,58000.0,순이네왕족발편육,4515368.0,2
3031242635.0,1,afternoon,3,LOW,64500.0,64500.0,실희원,4515256.0,1
3031246102.0,0,afternoon,2,LOW,16000.0,16000.0,오복쌈밥,3238029.0,1
3031246102.0,1,afternoon,2,LOW,16000.0,16000.0,오복쌈밥,3238029.0,1
3031251115.0,0,afternoon,1,LOW,28000.0,28000.0,청주왕족보쌈,3238004.0,6
3031257706.0,1,afternoon,5,LOW,55000.0,55000.0,남산쭈꾸미,4514760.0,1
3031264677.0,0,afternoon,1,LOW,9000.0,9000.0,갤러리,3197001.0,1
3031339933.0,1,afternoon,2,LOW,40000.0,40000.0,강경불고기,3238002.0,1
3031391507.0,0,afternoon,1,LOW,14700.0,14700.0,어지커피,3238028.0,1
3031401754.0,1,afternoon,5,LOW,85000.0,42500.0,통나무묵집,4514977.0,1
3031401754.0,1,night,5,LOW,58000.0,58000.0,통나무묵집,4514977.0,1
3031451439.0,0,afternoon,2,LOW,29000.0,29000.0,춘천닭갈비,4544211.0,1
3031553531.0,1,morning,1,LOW,20000.0,20000.0,오미가,4515238.0,1
3031554995.0,1,morning,3,LOW,41000.0,41000.0,영화식당,3238053.0,1
3031554995.0,1,night,4,LOW,41000.0,41000.0,영화식당,3238053.0,1
3031565930.0,0,afternoon,2,LOW,31000.0,31000.0,갈마가든,4515138.0,1
3031566109.0,0,morning,8,LOW,20000.0,10000.0,수안보체험학습장,4514079.0,3
3031752287.0,0,afternoon,2,LOW,13000.0,13000.0,제2막,3251049.0,1
3031891685.0,0,afternoon,2,LOW,17000.0,17000.0,굴천지,4556610.0,1
3032024952.0,1,afternoon,3,LOW,15000.0,15000.0,국수나무,2000002.0,1
3032251657.0,1,afternoon,12,MEDIUM,90900.0,30300.0,풀뿌리흑두부,3282039.0,1
3032370781.0,1,afternoon,2,LOW,15000.0,15000.0,램프의 향기,3014004.0,1
3033105062.0,1,dawn,5,LOW,12500.0,12500.0,CU,4541234.0,2
3033700448.0,0,afternoon,5,LOW,71000.0,35500.0,산마을도토리,4673523.0,1
3038101396.0,1,afternoon,2,LOW,34000.0,34000.0,한도관광(주)수안보파크호텔,4515418.0,3
3038101396.0,1,morning,1,LOW,10000.0,10000.0,한도관광(주)수안보파크호텔,4515418.0,3
3038101396.0,1,night,5,LOW,10000.0,10000.0,한도관광(주)수안보파크호텔,4515418.0,3
3038103109.0,0,afternoon,12,MEDIUM,101500.0,33833.333333333336,(주)충주호관광선,3238056.0,3
3038120748.0,1,afternoon,11,MEDIUM,21800.0,7266.666666666667,음성(남이)휴게소,1000017.0,1
3038120748.0,1,morning,12,MEDIUM,26400.0,26400.0,음성(남이)휴게소,1000017.0,1
3038159151.0,0,afternoon,9,LOW,121000.0,60500.0,(주)영우자원,4514482.0,3
3038159151.0,0,morning,7,LOW,95000.0,47500.0,(주)영우자원,4514482.0,3
3038159151.0,1,afternoon,17,MEDIUM,236000.0,33714.28571428572,(주)영우자원,4514482.0,3
3038159151.0,1,morning,12,MEDIUM,145000.0,36250.0,(주)영우자원,4514482.0,3
3038181371.0,0,afternoon,1,LOW,5000.0,5000.0,카페인터뷰연성 주식회사,4301287.0,1
3038200448.0,1,night,2,LOW,6200.0,6200.0,산척농협하나로마트,3238015.0,2
3038200491.0,0,afternoon,1,LOW,68520.0,68520.0,북충주농협하나로마트,3197001.0,1
3038200787.0,1,afternoon,1,LOW,2800.0,2800.0,괴산군자농협 하나로마트,3246049.0,2
3038207363.0,0,afternoon,2,LOW,3300.0,3300.0,충주농협하나로마트중앙탑,4515294.0,2
3038208945.0,1,afternoon,9,LOW,102520.0,51260.0,음성농협하나로마트,3247028.0,2
3038208998.0,0,afternoon,4,LOW,30920.0,15460.0,수안보농협하나로마트,4515083.0,2
3038208998.0,1,afternoon,8,LOW,55660.0,27830.0,수안보농협하나로마트,4515083.0,2
3038208998.0,1,morning,3,LOW,48000.0,48000.0,수안보농협하나로마트,4515083.0,2
3038209022.0,1,afternoon,3,LOW,17360.0,17360.0,충북원예농협하나로마트,2238004.0,2
3038211377.0,0,afternoon,3,LOW,6000.0,6000.0,(사)충남농촌융복합산업인증자협,3350391.0,1
3038211377.0,1,afternoon,8,LOW,13500.0,6750.0,(사)충남농촌융복합산업인증자협,3350391.0,1
3038211377.0,1,night,5,LOW,17800.0,17800.0,(사)충남농촌융복합산업인증자협,3350391.0,1
3038300106.0,1,morning,1,LOW,5000.0,5000.0,충주세계무술박물관,1000019.0,2
3038301390.0,1,afternoon,3,LOW,8000.0,8000.0,음성군청-오감만족 새싹 체험,3247062.0,3
3038505143.0,0,morning,7,LOW,189000.0,189000.0,켄싱턴리조트,4514668.0,2
3038511271.0,0,afternoon,2,LOW,18800.0,18800.0,롯데마트,4514580.0,2
3038513167.0,0,afternoon,8,LOW,16600.0,4150.0,음성(하남)휴게소,1000017.0,1
3038513167.0,1,afternoon,8,LOW,13000.0,4333.333333333333,음성(하남)휴게소,1000017.0,1
3038518920.0,0,night,2,LOW,7000.0,7000.0,천문우주기획,4514493.0,3
3038518920.0,1,night,7,LOW,10000.0,5000.0,천문우주기획,4514493.0,3
3038521255.0,0,afternoon,4,LOW,183000.0,183000.0,(주)대영힐스,4514808.0,3
3038521255.0,0,night,8,LOW,218000.0,218000.0,(주)대영힐스,4514808.0,3
3038524102.0,0,night,2,LOW,11400.0,11400.0,맥도날드,2238002.0,2
3038526319.0,0,afternoon,6,LOW,10600.0,3533.3333333333335,금왕(제천)휴게소,1000019.0,1
3038526319.0,0,morning,8,LOW,31500.0,15750.0,금왕(제천)휴게소,1000019.0,1
3038526319.0,1,afternoon,5,LOW,4500.0,4500.0,금왕(제천)휴게소,1000019.0,1
3038526319.0,1,morning,17,MEDIUM,34500.0,5750.0,금왕(제천)휴게소,1000019.0,1
3038526342.0,1,afternoon,10,MEDIUM,31500.0,15750.0,금왕(평택)휴게소,1000019.0,1
3038527512.0,0,morning,3,LOW,20000.0,20000.0,(주)오브이룸스 수안보 연수원,4514377.0,1
3038527512.0,1,morning,3,LOW,26000.0,26000.0,(주)오브이룸스 수안보 연수원,4514377.0,1
3039061945.0,1,afternoon,3,LOW,2000.0,2000.0,대구상회,,2
3040152601.0,1,afternoon,3,LOW,69000.0,69000.0,청풍황금송어,4518023.0,1
3040152601.0,1,night,2,LOW,52000.0,52000.0,청풍황금송어,4518023.0,1
3040156494.0,1,afternoon,1,LOW,11000.0,11000.0,백마식당,3248051.0,1
3040182217.0,1,afternoon,4,LOW,22200.0,11100.0,청풍할인마트,3239070.0,2
3040183889.0,0,afternoon,2,LOW,40000.0,40000.0,별이네,4517066.0,1
3040184189.0,1,afternoon,2,LOW,64000.0,64000.0,청풍명월이천쌀밥집,3239051.0,1
3040271930.0,1,afternoon,8,LOW,76000.0,76000.0,진원,3248059.0,1
3040273165.0,1,afternoon,8,LOW,42000.0,21000.0,각시터카페,3239087.0,1
3040358195.0,1,night,2,LOW,43000.0,43000.0,대구소막창홍봉근꼼장어,4544210.0,1
3040382884.0,1,afternoon,3,LOW,31400.0,31400.0,대림마트,4517574.0,2
3040397543.0,0,afternoon,2,LOW,40000.0,40000.0,차반,4544032.0,1
3040399221.0,0,afternoon,4,LOW,8000.0,8000.0,단양마늘만두,4544127.0,1
3040399221.0,1,afternoon,16,MEDIUM,70000.0,11666.666666666666,단양마늘만두,4544127.0,1
3040399537.0,1,afternoon,4,LOW,146000.0,146000.0,강변마을,4544210.0,1
3040452825.0,0,morning,6,LOW,9000.0,9000.0,의림지 놀이동산,3239057.0,3
3040456501.0,1,afternoon,1,LOW,15000.0,15000.0,꼬네,2239002.0,1
3040524914.0,1,night,3,LOW,82000.0,82000.0,족발신,4517625.0,1
3040526469.0,0,afternoon,8,LOW,64800.0,16200.0,덩실분식,4517283.0,1
3040526469.0,0,morning,6,LOW,96000.0,32000.0,덩실분식,4517283.0,1
3040526469.0,1,afternoon,4,LOW,26400.0,26400.0,덩실분식,4517283.0,1
3040556245.0,1,afternoon,4,LOW,57000.0,57000.0,강변식당,3248030.0,1
3040581690.0,1,afternoon,2,LOW,20000.0,20000.0,대덕칼국수,4544127.0,1
3040586996.0,1,night,2,LOW,44000.0,44000.0,장림산방,3014063.0,1
3040628334.0,0,night,1,LOW,4200.0,4200.0,CU,4112003.0,1
3040634025.0,0,afternoon,3,LOW,5700.0,5700.0,CU,3248030.0,2
3040646327.0,1,night,4,LOW,25000.0,25000.0,대명노래방,3248030.0,6
3040658105.0,0,afternoon,1,LOW,28000.0,28000.0,남한강올갱이마을,4544201.0,1
3040699289.0,1,night,2,LOW,29000.0,29000.0,아사감자탕,4518066.0,1
3040730517.0,0,afternoon,4,LOW,45000.0,45000.0,멍석갈비,4544203.0,1
3040730517.0,1,afternoon,4,LOW,53000.0,53000.0,멍석갈비,4544203.0,1
3040735583.0,1,afternoon,2,LOW,7400.0,7400.0,이디야,3248030.0,1
3040741896.0,1,morning,2,LOW,36000.0,36000.0,경남식당,4544032.0,1
3040743671.0,1,morning,8,LOW,10000.0,5000.0,지산주유소,3238087.0,6
3040744200.0,0,afternoon,3,LOW,27000.0,13500.0,대산원조마늘순대,4544128.0,1
3040744200.0,1,afternoon,1,LOW,9000.0,9000.0,대산원조마늘순대,4544128.0,1
3040744200.0,1,morning,3,LOW,27000.0,13500.0,대산원조마늘순대,4544128.0,1
3040744200.0,1,night,4,LOW,21000.0,21000.0,대산원조마늘순대,4544128.0,1
3040746440.0,1,afternoon,2,LOW,23000.0,23000.0,남광중화요리,3248059.0,1
3040753558.0,0,afternoon,3,LOW,22000.0,22000.0,의림보트장,3239057.0,3
3040753558.0,1,afternoon,3,LOW,19000.0,19000.0,의림보트장,3239057.0,3
3040759192.0,1,afternoon,3,LOW,83000.0,83000.0,그집쏘가리,3248037.0,1
3040759192.0,1,night,2,LOW,26000.0,26000.0,그집쏘가리,3248037.0,1
3040768707.0,0,afternoon,3,LOW,23700.0,23700.0,시장할인마트,3248030.0,2
3040768707.0,1,afternoon,3,LOW,10600.0,10600.0,시장할인마트,3248030.0,2
3040768707.0,1,night,7,LOW,3200.0,3200.0,시장할인마트,3248030.0,2
3040769496.0,1,dawn,3,LOW,4000.0,4000.0,태성마트,4544128.0,2
3040769496.0,1,night,2,LOW,2500.0,2500.0,태성마트,4544128.0,2
3040777337.0,0,afternoon,3,LOW,15000.0,15000.0,옥전만두국집,4517665.0,1
3040777337.0,1,dawn,4,LOW,21000.0,21000.0,옥전만두국집,4517665.0,1
3040829939.0,0,afternoon,2,LOW,36000.0,36000.0,청풍명월횟집,4518040.0,1
3040829939.0,1,afternoon,8,LOW,179000.0,59666.666666666664,청풍명월횟집,4518040.0,1
3040832787.0,1,afternoon,4,LOW,1500.0,1500.0,삼봉수석슈퍼,3248030.0,1
3040846239.0,0,afternoon,9,LOW,347000.0,347000.0,산아래,3239043.0,1
3040848732.0,1,night,2,LOW,15000.0,15000.0,코코카페,3248037.0,1
3040858109.0,0,morning,2,LOW,34000.0,34000.0,의림만두국,4517318.0,1
3040867030.0,1,afternoon,2,LOW,8900.0,8900.0,이마트24,3248030.0,2
3040867836.0,1,afternoon,8,LOW,85000.0,42500.0,용천막국수,2014004.0,1
3040867836.0,1,night,2,LOW,29000.0,29000.0,용천막국수,2014004.0,1
3040874297.0,1,morning,2,LOW,53000.0,53000.0,금성가든,3239070.0,1
3040883156.0,0,afternoon,4,LOW,9000.0,9000.0,의림지파크랜드,3239057.0,3
3040883156.0,0,morning,4,LOW,20000.0,20000.0,의림지파크랜드,3239057.0,3
3040883156.0,1,afternoon,7,LOW,62000.0,20666.666666666668,의림지파크랜드,3239057.0,3
3040883156.0,1,morning,7,LOW,25000.0,12500.0,의림지파크랜드,3239057.0,3
3040884742.0,0,afternoon,13,MEDIUM,326000.0,163000.0,청풍황금떡갈비,3239070.0,1
3040884742.0,0,night,4,LOW,106000.0,106000.0,청풍황금떡갈비,3239070.0,1
3040884742.0,1,afternoon,2,LOW,54000.0,54000.0,청풍황금떡갈비,3239070.0,1
3040898381.0,0,afternoon,2,LOW,45000.0,45000.0,덕주골산장,3014004.0,1
3040919933.0,0,afternoon,4,LOW,84000.0,42000.0,영남식당,3248009.0,1
3040919933.0,1,afternoon,4,LOW,80000.0,40000.0,영남식당,3248009.0,1
3040928198.0,1,afternoon,3,LOW,41000.0,41000.0,향미식당,4544505.0,1
3040928198.0,1,morning,1,LOW,30000.0,30000.0,향미식당,4544505.0,1
3040944484.0,0,night,5,LOW,177080.0,177080.0,카우보이그릴,3239091.0,1
3040944484.0,1,night,7,LOW,366201.0,183100.5,카우보이그릴,3239091.0,1
3040946857.0,1,morning,1,LOW,10000.0,10000.0,두메하누촌,4544127.0,1
3040957484.0,0,afternoon,1,LOW,3600.0,3600.0,세븐일레븐,3239057.0,1
3040957484.0,1,afternoon,2,LOW,2100.0,2100.0,세븐일레븐,3239057.0,1
3040957484.0,1,morning,4,LOW,7200.0,7200.0,세븐일레븐,3239057.0,1
3040969224.0,0,morning,2,LOW,4400.0,4400.0,GS25,3248050.0,1
3040969224.0,1,night,6,LOW,49150.0,16383.333333333334,GS25,3248050.0,1
3040978266.0,1,afternoon,3,LOW,38000.0,38000.0,영춘가마솥소머리곰탕,3000159.0,1
